,link,title,content,location,loc,point,latitude,longitude,jalan,kec,kabkot,prov,date,day,month,time,age,truck,car,motorcycle,bicycle,train,bus,die,injured
3602,https://radarbromo.jawapos.com/probolinggo/22/05/2020/2-motor-tabrakan-di-malasan-warga-leces-tewas-3-luka-luka,"2 Motor Tabrakan di Malasan, Warga Leces Tewas, 3 Luka-Luka","TEGALSIWALAN , Radar Bromo-Kecelakaan maut terjadi di jalur Probolinggo-Lumajang , masuk Desa Malasan Wetan , Kecamatan Tegalsiwalan , Kabupaten Probolinggo , Kamis malam ( 21/5 ) . Dua motor terlibat tabrakan hingga mengakibatkan seorang meninggal dunia dan 3 orang alami luka-luka . Korban meninggal diketahui bernama Tosin , 25 asal Dusun Kedung RT 5/ RW 3 , Desa Pondokwuluh , Kecamatan Leces . Sementara 3 korban luka diketahui bernama M. Damanhuri , 19 asal Desa Wates Wetan , RT 8/ RW1 , Kecamatan Ranuyoso , Kabupaten Lumajang , Maulud , 21 , warga Desa Gili Ketapang , Kecamatan Sumberasih dan seorang lagi identitasnya belum diketahui . Informasi yang dihimpun menyebutkan , kecelakaan itu terjadi sekitar pukul 21.30 . Kecelakaan bermula saat Tosin yang mengendarai motor tanpa pelat nomor dengan membonceng Maulud menyeberang dari arah timur ke barat . Diduga ( Tosin ) tak memperhatikan arus lalu lintas saat menyeberang , ujar Kanitlaka Satlantas Polres Probolinggo Iptu I Nyoman Harayasa . Sebab , pada saat bersamaan juga melaju motor berpelat nomor N 6208 PQ yang dikendarai Mohammad Damanhuri yang membonceng seorang lelaki . Motor itu melaju dari arah utara ke selatan . Tabrakan pun tak bisa dihindari . Akibat tabrakan itu , Tosin pun langsung meninggal dunia di lokasi kejadian . Sementara 3 orang lainnya yang alami luka-luka dilarikan ke RSUD dr Moh Saleh . Dari olah TKP ( tempat kejadian perkara ) penyebab kecelakaan itu karena kealfaan dan kelalaian pengendara motor tanpa TNKB ( Tanda Nomor Kendaraan Bermotor ) . Sewaktu menyeberang jalan , ia kurang memperhatikan arus lalu lintas dari arah berlawanan , terang Nyoman .",jalur probolinggo-lumajang desa malasan wetan kecamatan tegalsiwalan kabupaten probolinggo,,,,,,,,,2020-05-21,Thursday,May,malam,"[25, 19, 21]",0,0,1,0,0,0,1,3
1021,https://radarsurabaya.jawapos.com/read/2020/05/19/195070/pemotor-tabrak-kakek-yang-lagi-naik-sepeda-hingga-terluka,Pemotor Tabrak Kakek yang Lagi Naik Sepeda hingga Terluka,"GRESIK - Pengendara sepeda motor Honda Beat W 4443 KF , Ahmad Fathikul Ihsan yang berboncengan dengan Dzuritut Thoyibah menabrak pengendara sepeda angin Kasmian,69 , hingga mengalami luka-luka . Kecelakaan terjadi di Jalan Raya Desa Mojopetung Kecamatan Dukun . Kanit Laka Satlantas Polres Gresik Ipda Yossy Eka mengatakan , awal laka tersebut bermula Ahmad Fathikul Ihsan dengan Dzuritut Thoyibah warga Desa Tiremenggal , Dukun berjalan dari arah barat ketimur dengan kecepatan sedang . Saat melintas di Jalan Raya Desa Mojopetung Dukun , pemotor tidak memperhatikan arah depan dengan jelas , dan tidak mengutamakan keselamatan pengendara sepeda angin yang dikayuh Kasmian yang hendak belok kanan . Akibat benturan tersebut , ketiga orang tersebut mengalami luka-luka . Selanjutnya , dibawa ke RSUD Ibnu Sina untuk dimintakan VER . Pengendara Honda Beat kurang memperhatikan arah depan . Selain itu , tidak mengenakan helm dan tidak memiliki SIM C , '' ujarnya . Dari hasil pemeriksaan medis , ketiga korban tersebut mengalami luka pada dada , kaki dan kepala . `` Ketiga sudah mendapat perawatan medis meski tidak ada korban jiwa , '' ungkap Yossy .",jalan raya desa mojopetung kecamatan dukun,"Mojopetung, Gresik, Jawa Timur, Indonesia","(-7.0062914, 112.4571105)",-7.0062914,112.4571105,,Mojopetung,Gresik,Jawa Timur,,,,,,0,0,1,1,0,0,0,3
1022,https://radarbromo.jawapos.com/pandaan/19/05/2020/taa-polda-ikut-olah-tkp-kecelakaan-renggut-4-korban-jiwa-di-tol-mapan,TAA Polda Ikut Olah TKP Kecelakaan Renggut 4 Korban Jiwa di Tol Mapan,"SUKOREJO , Radar Bromo Kecelakaan maut di KM 64 jalan tol PandaanMalang , Desa/Kecamatan Sukorejo , Kabupaten Pasuruan , jadi perhatian Polda Jatim . Senin pagi ( 18/5 ) , Polda turunkan tim Traffic Accident Analysis ( TAA ) untuk melakukan olah tempat kejadian perkara ( TKP ) kecelakaan yang merenggut 4 korban jiwa itu . TAA Polda itu mendampingi Unit Laka Satlantas Polres Pasuruan . Kecelakaan itu merenggut 4 korban jiwa , 3 di antaranya pelajar SMKN 2 Turen . Sehingga , menjadi atensi Ditlantas Polda Jatim dengan menurunkan tim TAA ke TKP , jelas Kanit Laka Satlantas Polres Pasuruan Iptu Marti . Perwira berpangkat dua setrip balok di pundak tersebut menuturkan , olah TKP itu untuk mendalami seputar kejadian yang terjadi di lapangan . Petugas TAA merekonstruksi dengan membuat video animasi . Tim melakukan perekaman menggunakan alat khusus . Yakni , Leica Lasser 3D Scanner . Selain itu , mengambil video menggunakan drone . Hasilnya menjadi rujukan dan bahan masukan kami dalam proses penyelidikan , terkait laka lantas ini , ucapnya . Sampai Senin ( 18/5 ) , polisi baru memeriksa 1 saksi dalam kecelakaan maut itu . Yakni , sopir truk . Pekan ini , pihak lantas bakal meluncur ke rumah duka korban meninggal di Malang . Sementara satu korban selamat , sejauh ini belum bisa dimintai keterangan . Sebab , kondisinya masih kritis . Ia tengah mendapatkan perawatan intensif di RSSA Malang . Penyebab lakanya belum bisa kami simpulkan , saat ini masih proses lidik dan sedang berlangsung . Dugaan kuatnya masih tetap , yakni sopir mobil ngantuk dan melaju dengan kecepatan tinggi , tutur Marti .",km 64 jalan tol pandaanmalang desa/kecamatan sukorejo kabupaten pasuruan,,,,,,,,,2020-05-18,Monday,May,pagi,,1,1,0,0,0,0,1,0
2723,https://radarmadiun.jawapos.com/rem-blong-truk-parsel-terguling-radar-madiun,"Rem Blong, Truk Parsel Terguling ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","MAGETAN , Jawa Pos Radar Magetan Sebuah truk bermuatan parsel Lebaran terguling di jalur Cemoro Sewu-Magetan masuk Desa Ngancar , Plaosan , Minggu ( 17/5 ) . Truk boks nopol AD 1394 LU yang dikemudikan Hayyu Hajar Adhi Putranto , warga Desa Setoto , Jaten , Karanganyar , itu mengalami kecelakaan tunggal di tikungan Ngroto . Kanitlaka Satlantas Polres Magetan Ipda Agus Riyanto menjelaskan , insiden bermula saat truk melaju dari Karanganyar menuju Magetan . Sesampainya di tempat kejadian perkara ( TKP ) , mendadak rem tidak berfungsi hingga akhirnya kendaraan terguling . Akibat kejadian itu , Hayyu mengalami luka robek di tangan kanannya . Dia dibawa ke puskesmas terdekat untuk mendapatkan perawatan . Kebetulan pengemudi menyetir sendirian , tanpa kernet , ujar Agus . Bersamaan truk terguling , muatan parsel berhamburan di jalan dan mengalami kerusakan . Sedangkan bodi kendaraan rusak di bagian samping kiri . Sebagian besar parsel berisi bahan makanan , katanya sembari menyebut tikungan Ngroto terbilang tajam dan kondisinya menurun . Terpisah , Kepala Dinas Perhubungan Magetan Joko Trihono mengungkapkan bahwa sepanjang jalan tembus sudah diberi banyak pengaman berupa guardrail dan rambu-rambu . Sedangkan kawasan black spot Mojosemi dipasang roller barrier . Nanti akan ditambah rambunya . Para pengendara juga kami imbau mewaspadai longsor dan pohon tumbang , ujarnya .",jalur cemoro sewu-magetan desa ngancar plaosan,,,,,,,,,2020-05-17,Sunday,May,,,1,0,0,0,0,0,0,1
1025,https://radarbromo.jawapos.com/pasuruan/17/05/2020/warga-pasrepan-tewas-jadi-korban-tabrak-lari-di-gondangwetan,Warga Pasrepan Tewas Jadi Korban Tabrak Lari di Gondangwetan,"GONDANGWETAN , Radar BromoSeorang pengendara motor meninggal setelah jadi korban tabrak lari Minggu ( 17/5 ) di Jalan Raya Bromo , Desa Tebas , Gondangwetan , Kabupaten Pasuruan . Korban nahas itu diketahui bernama Aripan , 51 , warga Sapulante , Pasrepan , Kabupaten Pasuruan . Kecelakaan itu sendiri melibatkan tiga sepeda motor . Awalnya sekitar pukul 07.30 , melaju motor Honda Nopol N 2074 TZ yang dikendarai Aripan . Motor melaju dengan kecepatan tinggi ke arah selatan . Diduga karena melaju dengan kecepatan tinggi , motor Aripan menabrak motor lain yang berjalan searah . Usai menabrak , motor Aripan pun oleng . Motor lantas jatuh ke kanan dan melewati garis markah . Di saat bersamaan , motor lain yang berjalan berlawanan menabrak motor Aripan . Akibatnya , korban langsung terkapar di tempat kejadian dengan pendarahan di kepala . Kedua motor yang terlibat kecelakaan langsung meninggalkan TKP . Kanit Laka Polres Pasuruan Kota Iptu Akhmad Jayadi membenarkan kecelakaan di Tebas , Gondangwetan , merupakan tabrak lari . Kedua motor yang terlibat kecelakaan melarikan diri . Sehingga , saat ditemukan korban sudah dalam keadaan terkapar dan sudah dalam keadaan meninggal sendirian di TKP , terangnya . Lantas Polres Pasuruan Kota juga kesulitan mencari saksi karena saat kejadian kondisi jalan juga sepi . Namun , ada dugaan korban melaju cukup kencang . Sehingga menabrak kendaraan lain , terjatuh dan tertabrak lagi . Sedangkan kematian korban diduga saat tertabrak kendaraan yang berlawanan arah . Sehingga , mengalami luka dalam khususnya di bagian kepala . Korban meninggal di TKP dan langsung dibawa ke kamar jenazah RSUD dr R Soedarsono , terangnya . Pihak keluarga juga sudah diberitahu dan jenazah sudah dibawa keluarga untuk dimakamkan .",jalan raya bromo desa tebas gondangwetan kabupaten pasuruan,,,,,,,,,2020-05-17,Sunday,May,pagi,[51],0,0,1,0,0,0,1,0
2022,https://radarsurabaya.jawapos.com/read/2020/05/15/194458/kurang-konsentrasi-senggol-truk-pemotor-tewas-di-dluduksampeyan,"Kurang Konsentrasi, Senggol Truk, Pemotor Tewas di Dluduksampeyan","GRESIK Kecelakaan lalu lintas kembali terjadi di Jalan Raya Duduksampeya , Desa Ambeng-Ambeng Watangrejo . Jama'ali , 56 , pengendara motor asal Desa Samirplapan RT 1/RW 1 , Kecamatan Duduksampeyan tewas seketika usai ditabrak truk . Peristiwa nahas tersebut bermula saat korban yang saat itu mengendarai sepeda motor Honda Supra W 2925 HU berjalan dari barat ke timur . Sesampainya di lokasi , korban bermaksud belok ke selatan . Namun , karena kurang memperhatikan arah belakang , korban kemudian berbenturan dengan truk box W 9708 CA . Korban yang terpelanting tewas seketika di tempat kejadian . Kanit Laka Satlantas Polres Gresik Ipda Yossy Eka Prasetya mengatakan bahwa peristiwa tersebut terjadi pada Rabu lalu . Korban meninggal setelah berbenturan dengan truk box yang dikemudikan Wahyu Edy Dwi Setiawan , 23 , warga Desa Kalisari RT 1 , Kecamatan Randublatung , Kabupaten Blora , '' jelasnya . Setelah dipastikan meninggal dunia , korban kemudian dibawa ke rumah sakit umum Daerah ( RSUD ) Ibnu Sina untuk dimintakan visum et repertum ( VeR ) jenazah . `` Akibat benturan keras korban meninggal dunia karena mengalami luka serius pada bagian kepala dan kaki sebelah kirinya dan kerugian material atas peristiwa tersebut diprediksikan mencapai Rp 2 juta , '' ujarnya .",jalan raya duduksampeya desa ambeng-ambeng watangrejo,,,,,,,,,,,,,"[56, 23]",1,0,1,0,0,0,2,2
1029,https://radarsurabaya.jawapos.com/read/2020/05/15/194443/tabrak-pemotor-pemilik-mobil-dituntut-delapan-bulan,"Tabrak Pemotor, Pemilik Mobil Dituntut Delapan Bulan","SURABAYA - Juliwan , warga Karang Tengah , Kecamatan Panggul , Trenggalek , dituntut delapan bulan penjara lantaran lalai dalam berkendara . Jaksa Penuntut Umum ( JPU ) Ahmad Muzakki menyebutkan , kelalaian terdakwa meneyebabkan korbannya mengalami pendarahan pada rongga dada dan patah tulang panggul . Setelah pembacaan tuntutan tersebut , Ketua Hakim Fajarisman menanyakan kepada terdakwa apakah menerima atau mengajukan keringanan . `` Bagaimana terdakwa ? Anda dituntut delapan bulan , ujar Fajarisman . Terdakwa Juliwan pun meminta keringanan . Dia mengaku lalai saat mengemudikan mobilnya sehingga menabrak korban . `` Saya minta keringanan , Yang Mulia . Saya tulang punggung keluarga , '' katanya . Kecelakaan itu terjadi saat Juliwan melintas di depan lahan kosong di kawasan MERR Surabaya . Dia hilang kendali karena kelelahan sehingga mobil Daihatsu Grand-Max bernopol AE 1018 SS yang dikemudikannya menabrak pengendara motor Honda Beat . Motor tersebut dikendarai oleh Fenty Ratna Indarti , warga Sengon Jombang , dan Zuhda Mila Fitriana , warga Jalan Amir Machmud VI/4 , Gunung Anyar , Surabaya . Kedua korban dilarikan ke RS Universitas Airlangga .",,,,,,,,,,,,,,,0,1,1,0,0,0,0,0
690,https://jatimnow.com/baca-26493-seorang-biker-tewas-dalam-kecelakaan-di-pasuruan,Seorang Biker Tewas dalam Kecelakaan di Pasuruan,"jatimnow.com - Seorang pengendara motor atau biker tewas dalam kecelakaan di Jalan Raya Surabaya-Banyuwangi , Desa/Kecamatan Gempol , Kabupaten Pasuruan . Motor biker itu oleng masuk ke jalur berlawanan hingga tertabrak sebuah truk . Biker yang mengendarai motor Honda Supra dengan nopol N 3820 TDL itu bernama Faris Irawan ( 19 ) , warga Jalan Mangga Gang Mbah Guru , Kelurahan Pogar , Kecamatan Bangil , Kabupaten Pasuruan . `` Korban meninggal dunia setelah lima jam mendapat perawatan intensif di Rumah Sakit Bhayangkara Porong , '' jelas Kanit Laka Satlantas Polres Pasuruan , Iptu Marti . Marti menjelaskan , kecelakaan sekitar pukul 21.30 Wib , Kamis ( 14/5/2020 ) itu bermula saat korban menempuh perjalanan pulang ke rumahnya di Kecamatan Bangil , Kabupaten Pasuruan atau dari barat ke timur . Sampai di lokasi , motor yang dikendarainya oleng dan masuk ke jalur berlawanan . Di jalur itu melaju truk bernopol M 9857 NA yang disopiri Nuruddin ( 38 ) , warga Jalan Mangkubumi , Kecamatan/Kabupaten Sampang , Madura . Karena jarak terlalu dekat , tabrakan tak terhindarkan . `` Korban mengalami luka berat yaitu robek di tangan kanan , patah di rahang mulut bawah . Sedangkan dua kendaraan yang terlibat kelakaan sudah kami amankan di Pos Lantas Polsek Gempol , '' pungkasnya .",jalan raya surabaya-banyuwangi desa/kecamatan gempol kabupaten pasuruan,,,,,,,,,2020-05-14,Thursday,May,malam,"[19, 38]",1,0,1,0,0,0,1,0
3604,https://radarbromo.jawapos.com/pandaan/14/05/2020/nyeberang-di-depan-taman-dayu-motor-tertabrak-motor,"Nyeberang di Depan Taman Dayu, Motor Tertabrak Motor","PANDAAN , Radar BromoKecelakaan yang melibatkan dua motor terjadi jalur Surabaya-Malang , depan Taman Dayu , Desa Karangjati , Pandaan . Seorang pengendara motor harus dilarikan ke RS karena alami luka-luka . Informasi yang dihimpun , kecelakaan itu terjadi Rabu ( 13/5 ) sekitar pukul 20.00 . Dua motor yang terlibat adalah Honda Beat N 2159 AAR dan N 6960 TDE . Kecelakaan bermula saat Honda Beat N 2159 AAR yang dikendarai Ineke Anggraeni , 33 , asal Kecamatan Tanjungrejo , Kota Malang melaju dari arah timur ke barat . Motor itu keluar dari minimarket , posisi mau menyeberang . Diduga saat menyeberang , Ineke tak melihat kondisi sekitar . Alhasil , motor itu tertabrak motor Honda Beat yang dikendarai Moh . Ismail Aliansah , 16 , warga Desa Suwayuwo , Kecamatan Sukorejo . Motor nyeberang begitu saja dari timur ke barat , tertabrak dari samping motor jenis yang sama dari arah utara ke selatan , ujar Kanit Lantas Polsek Pandaan Iptu Misman . Akibat tabrakan itu , Ismail yang mengendarai motor N 6960 TDE mengalami luka-luka . Malam itu , ia dilarikan ke IGD RS Mitra Sehat Medika Pandaan . Ia alami luka tangan kanan memar dan hidung lecet . Sementara pengendara motor Ineke tidak mengalami luka sama sekali , meskipun ia juga sempat jatuh ke badan jalan . Pengendara motor yang nyeberang posisinya tidak menguntungkan . Ia jadi pemicu terjadinya kecelakaan ini , katanya .",,,,,,,,,,2020-05-13,Wednesday,May,malam,"[33, 16]",0,0,1,0,0,0,0,1
3603,https://radarbromo.jawapos.com/pandaan/14/05/2020/sekuriti-tertabrak-saat-menyeberang-di-jalan-raya-lemahbang,Sekuriti Tertabrak saat Menyeberang di Jalan Raya Lemahbang,"SUKOREJO , Radar Bromo Apes dialami Ongki Setiono , 22 . Pria yang jadi sekuriti pabrik di wilayah Sukorejo ini tertabrak motor Honda Vario N 2570 TDL saat menyeberang jalan raya Malang-Surabaya di Desa Lemahbang , Kecamatan Sukorejo . Informasi yang dihimpun menyebutkan , kecelakaan itu terjadi sekitar pukul 06.00 . Pagi itu , warga asal Jatisrono Tengah , Kelurahan Ujung , Kecamatan Semampir , Kota Surabaya , itu tengah menyeberang jalan . Saat belum berhasil menyeberang , tiba-tiba ada motor yang dikendarai Karimo , warga Karangasem , Wonorejo , mengarah ke dia . Motornya berjalan dari arah selatan ke utara . Sesampainya di lokasi kejadian oleng mengarah ke kiri lalu menabrak korban yang sedang menyeberang , jelas Kaposlantas Sukorejo Aiptu Abdillah . Sesaat setelah kejadian , korban maupun pengendara motornya sama-sama terjatuh ke badan jalan bersama motornya . Tak berselang lama , korban dievakuasi ke IGD Puskesmas Sukorejo . Pengendara motornya alami luka kaki kanan dan kiri lecet , pelipis kiri robek , serta mata kanan lebam . Sedangkan sekuriti yang menyeberang alami luka pada siku tangan kanan lecet , kaki kiri nyeri . Selain mengevakuasi dua korban , petugas juga mengamankan motor yang menabrak korban . Motor yang alami sejumlah kerusakan itu diamankan di Poslantas Sukorejo . Pengendara motornya diduga ngantuk . Sehingga , memicu terjadinya kecelakaan ini , terangnya .",desa lemahbang kecamatan sukorejo,"Lemahbang, Pasuruan, Jawa Timur, 67161, Indonesia","(-7.7015662, 112.7159523)",-7.7015662,112.7159523,,Lemahbang,Pasuruan,Jawa Timur,,,,pagi,[22],0,0,1,0,0,0,0,1
3605,https://radarbromo.jawapos.com/pandaan/13/05/2020/truk-mogok-di-lajur-cepat-picu-tabrakan-karambol-di-purwodadi,Truk Mogok di Lajur Cepat Picu Tabrakan Karambol di Purwodadi,"PURWODADI , Radar Bromo Kecelakaan karambol terjadi di ruas jalan nasional Surabaya-Malang masuk Desa Sentul , Kecamatan Purwodadi , Kabupaten Pasuruan . Kecelakaan itu melibatkan empat kendaraan . Yakni , dua truk , 1 pikap , dan 1 mobil . Kecelakaan itu terjadi sekitar pukul 18.30 . Kecelakaan bermula saat truk bernopol N 9022 UH yang dikemudikan Juwito , 51 , asal Kecamatan Kragilan , Kabupaten Serang , Banten , mogok di lajur cepat dari arah utara ke selatan . Truk itu mogok lantaran kehabisan bahan bakar . Saat berhenti , truk itu tertabrak truk tangki bernopol N 9793 UK dari arah belakang . Truk tangki itu dikemudikan Dur Laksono , 53 , asal Desa Pandesari , Kecamatan Pujon , Kabupaten Malang . Usai menyeruduk truk yang parkir , truk tangki langsung mundur . Namun , saat itu truk malah tertabrak mobil Honda Brio N 1275 CK , yang juga melaju searah . Mobil itu dikemudikan Jeffry Adriansyah , 38 , warga Lowokwaru , Kota Malang . Tak berhenti disitu , Honda Brio giliran tertabrak dari belakang oleh pikap N 9208 KB , yang dikemudikan Agus Sumardiyanto , 56 , asal Desa Ngijo , Kecamatan Karangploso , Kabupaten Malang . Kecelakaan karambol ini melibatkan empat kendaraan sekaligus . Awalnya dari truk mogok , selanjutnya tertabrak tiga kendaraan lainnya secara beruntun . Semuanya berjalan dari arah yang sama , ungkap Kaposlantas Purwodadi Aiptu Hardiono . Usai dilakukan evakuasi , diketahui hanya sopir pikap yang mengalami luka-luka . Yakni , kaki kiri lecet . Ia dilarikan ke IGD RSUD Lawang . Pemicu kecelakaan karambol ini adalah truk yang mogok di lajur cepat . Truk itu tidak menyalakan lampu tanda bahaya . Serta , tidak memasang segi tiga pengaman sebagai penanda , jelas Kaposlantas .",,,,,,,,,,,,,malam,"[51, 53, 38, 56]",1,1,0,0,0,0,0,1
3606,https://radarbromo.jawapos.com/pasuruan/12/05/2020/motor-oleng-tabrak-motor-di-tundosoro-kejayan-remaja-terluka,"Motor Oleng, Tabrak Motor di Tundosoro Kejayan, Remaja Terluka","KEJAYAN , Radar Bromo Kecelakaan lalu lintas terjadi di Jalan Kejayan-Pohgading , tepatnya di Desa Tundosoro , Kecamatan Kejayan , Kabupaten Pasuruan , Minggu ( 10/5 ) malam . Seorang pemotor mengalami luka-luka akibat insiden tersebut . Informasi yang dihimpun Jawa Pos Radar Bromo menyebutkan , kecelakaan itu bermula ketika Hasim , 15 , warga Desa Tundosoro mengendarai motor Yamaha Fiz tanpa nopol dari arah timur ke barat . Setibanya di lokasi , motor yang dikendarai tiba-tiba oleng ke kanan . Dari arah berlawanan , Arif , 12 , yang juga warga setempat mengendarai motor Viar . Ialah yang menjadi sasaran ketika Hasim tak bisa mengendalikan laju motornya . Pemotor tidak bisa mengendalikan laju kendaraan sehingga terjadi tabrakan , kata Kaposlantas Kejayan Aiptu Suwandi . Akibatnya , Hasim mengalami luka pada bagian hidung , pipi , dan kaki kanannya . Dia langsung dilarikan ke RSUD dr R Soedarsono Kota Pasuruan . Sampai saat ini , kasus kecelakaan itu tengah didalami Satlantas Polres Pasuruan . Suwandi menyebut dua kendaraan diamankan di Poslantas Kejayan . Penyebabnya karena pemotor bernama Hasim kurang hati-hati dan tidak konsentrasi , tandasnya .",jalan kejayan-pohgading desa tundosoro kecamatan kejayan kabupaten pasuruan,,,,,,,,,2020-05-10,Sunday,May,malam,"[15, 12]",0,0,1,0,0,0,0,1
